,ID,Word,Count
1383,1383,bladder,30
1384,1384,bladder_cancer,13
1385,1385,weight_loss,409
1386,1386,msf,49
1387,1387,stay,298
1388,1388,till,20
1389,1389,ebola_outbreak,260
1390,1390,tracing,13
1391,1391,encouraging,14
1392,1392,asked,100
1393,1393,coma,20
1394,1394,praise,26
1395,1395,still,598
1396,1396,d,334
1397,1397,nice,50
1398,1398,vitamin,208
1399,1399,vitamin_d,99
1400,1400,silver,29
1401,1401,tear,29
1402,1402,freezing,25
1403,1403,lure,10
1404,1404,lonely,17
1405,1405,effort,167
1406,1406,weak,16
1407,1407,morale,23
1408,1408,four,120
1409,1409,four_hour,11
1410,1410,chance,205
1411,1411,suicide_risk,15
1412,1412,understanding,23
1413,1413,journey,36
1414,1414,touch,39
1415,1415,investment,20
1416,1416,help_fight,49
1417,1417,standard,69
1418,1418,remove,40
1419,1419,early_sign,13
1420,1420,rank,45
1421,1421,boss,12
1422,1422,depressed,30
1423,1423,female,81
1424,1424,complex,29
1425,1425,job,75
1426,1426,referral,10
1427,1427,pork,14
1428,1428,spray,31
1429,1429,virtual,29
1430,1430,mistake,165
1431,1431,publish,15
1432,1432,recovery,85
1433,1433,receives,24
1434,1434,denied,25
1435,1435,vital,30
1436,1436,outcome,44
1437,1437,breaking,85
1438,1438,rich,90
1439,1439,teeth,75
1440,1440,slip,19
1441,1441,backlog,14
1442,1442,food_safety,31
1443,1443,become,132
1444,1444,front,56
1445,1445,front_line,30
1446,1446,line,119
1447,1447,alcoholism,13
1448,1448,january,44
1449,1449,track,152
1450,1450,contagious,51
1451,1451,dutch,18
1452,1452,mediterranean,45
1453,1453,mediterranean_diet,35
1454,1454,bug,31
1455,1455,kiss,25
1456,1456,share,392
1457,1457,premature_birth,18
1458,1458,bird_case,11
1459,1459,duck,15
1460,1460,farm,100
1461,1461,book,99
1462,1462,hunger,70
1463,1463,warned,68
1464,1464,contraceptive,68
1465,1465,pet,56
1466,1466,long_term,116
1467,1467,term,168
1468,1468,limit,143
1469,1469,breach,20
1470,1470,repeated,10
1471,1471,tricky,17
1472,1472,deep,40
1473,1473,mcdonald,34
1474,1474,bank,71
1475,1475,clinical,134
1476,1476,clinical_trial,59
1477,1477,apps,86
1478,1478,reduces,23
1479,1479,blood_donation,18
1480,1480,donation,74
1481,1481,resource,46
1482,1482,absolutely,18
1483,1483,dental,77
1484,1484,pas,52
1485,1485,mali,74
1486,1486,breakthrough,36
1487,1487,recalled,85
1488,1488,active,90
1489,1489,least,136
1490,1490,switch,33
1491,1491,injection,62
1492,1492,lamb,32
1493,1493,burger,51
1494,1494,bust,16
1495,1495,fruit,218
1496,1496,juice,67
1497,1497,quality,150
1498,1498,quality_life,27
1499,1499,gate,42
1500,1500,tactic,14
1501,1501,see,81
1502,1502,hundred,50
1503,1503,vaping,10
1504,1504,childhood_obesity,40
1505,1505,amputation,13
1506,1506,anxious,23
1507,1507,tissue,23
1508,1508,inherited,10
1509,1509,widens,13
1510,1510,this,616
1511,1511,dip,11
1512,1512,happiness,41
1513,1513,midlife,16
1514,1514,done,86
1515,1515,plant,110
1516,1516,duty,22
1517,1517,ethical,29
1518,1518,expands,36
1519,1519,hepatitis,238
1520,1520,hepatitis_c,116
1521,1521,unaware,21
1522,1522,funded,14
1523,1523,road,69
1524,1524,separate,24
1525,1525,language,49
1526,1526,appeal,84
1527,1527,shift_work,12
1528,1528,david,29
1529,1529,discovered,30
1530,1530,advocate,72
1531,1531,end,58
1532,1532,mark,46
1533,1533,diabetes_risk,45
1534,1534,hike,35
1535,1535,cover,150
1536,1536,discrimination,20
1537,1537,aware,25
1538,1538,ethnic,11
1539,1539,group,273
1540,1540,some,544
1541,1541,defends,31
1542,1542,drinker,40
1543,1543,wine,69
1544,1544,protection,56
1545,1545,play_role,24
1546,1546,survival,93
1547,1547,animal,145
1548,1548,label,133
1549,1549,joined,21
1550,1550,cancer_survival,10
1551,1551,proud,13
1552,1552,sperm,60
1553,1553,tough,112
1554,1554,taking,190
1555,1555,autism_risk,19
1556,1556,refuse,31
1557,1557,lead,296
1558,1558,failure,126
1559,1559,disaster,50
1560,1560,k,43
1561,1561,milk,141
1562,1562,crack,48
1563,1563,paper,35
1564,1564,developing,63
1565,1565,halted,15
1566,1566,resident,84
1567,1567,scope,18
1568,1568,wife,50
1569,1569,rush,36
1570,1570,transformation,22
1571,1571,cope,61
1572,1572,warrior,18
1573,1573,know,897
1574,1574,laughter,21
1575,1575,thing,499
1576,1576,thing_know,51
1577,1577,jones,13
1578,1578,along,47
1579,1579,dos,26
1580,1580,dead,104
1581,1581,decrease,21
1582,1582,amputee,25
1583,1583,grow,80
1584,1584,limb,20
1585,1585,sunshine,42
1586,1586,medical_device,43
1587,1587,expert,583
1588,1588,stillbirth,11
1589,1589,acting,20
1590,1590,barrier,37
1591,1591,hate,52
1592,1592,johnson,37
1593,1593,nine,14
1594,1594,tb,71
1595,1595,excellent,23
1596,1596,planning,88
1597,1597,letter,102
1598,1598,clash,19
1599,1599,hold,164
1600,1600,explains,173
1601,1601,payment,127
1602,1602,conflict,16
1603,1603,others,162
1604,1604,draft,17
1605,1605,reveal,43
1606,1606,heartbreaking,12
1607,1607,professor,11
1608,1608,ebola_survivor,63
1609,1609,survivor,202
1610,1610,nigeria,79
1611,1611,closer,46
1612,1612,untested,12
1613,1613,stake,29
1614,1614,quest,31
1615,1615,bring,136
1616,1616,social,224
1617,1617,social_care,68
1618,1618,ship,32
1619,1619,body_image,19
1620,1620,image,41
1621,1621,pharmacy,98
1622,1622,equipment,30
1623,1623,fake,56
1624,1624,stand,60
1625,1625,grant,36
1626,1626,airport,67
1627,1627,comfort,47
1628,1628,dialysis,26
1629,1629,vegetative,11
1630,1630,sugary,66
1631,1631,sugary_drink,45
1632,1632,stopping,28
1633,1633,identified,34
1634,1634,nearly,138
1635,1635,chip,60
1636,1636,played,11
1637,1637,table,42
1638,1638,processed,33
1639,1639,sample,25
1640,1640,many_people,35
1641,1641,texas,276
1642,1642,square,13
1643,1643,crackdown,12
1644,1644,screened,19
1645,1645,second,233
1646,1646,avoid,245
1647,1647,catching,26
1648,1648,expand,61
1649,1649,radio,15
1650,1650,rescue,20
1651,1651,germany,32
1652,1652,clue,98
1653,1653,missing,51
1654,1654,enemy,18
1655,1655,race,134
1656,1656,tuesday,27
1657,1657,advised,10
1658,1658,organ_donor,17
1659,1659,ruling,100
1660,1660,cannot,22
1661,1661,counter,47
1662,1662,perfect,145
1663,1663,email,103
1664,1664,frozen,58
1665,1665,safely,25
1666,1666,kidney_donor,10
1667,1667,magic,33
1668,1668,york,208
1669,1669,set,52
1670,1670,spain,25
1671,1671,leap,15
1672,1672,type_diabetes,103
1673,1673,massive,21
1674,1674,towards,11
1675,1675,tackle_mental,16
1676,1676,league,14
1677,1677,need_know,114
1678,1678,minister,63
1679,1679,antibiotic_resistance,15
1680,1680,continues,64
1681,1681,resistance,49
1682,1682,will,348
1683,1683,announces,39
1684,1684,kidney_transplant,14
1685,1685,poorer,28
1686,1686,wage,18
1687,1687,hepatitis_a,17
1688,1688,investigated,13
1689,1689,appear,38
1690,1690,paramedic,42
1691,1691,quitting,42
1692,1692,restores,11
1693,1693,sense,67
1694,1694,bubble,17
1695,1695,gene_therapy,39
1696,1696,instant,15
1697,1697,sending,16
1698,1698,troop,37
1699,1699,spotlight,26
1700,1700,doe,237
1701,1701,promote,40
1702,1702,wellbeing,18
1703,1703,who_warns,16
1704,1704,contact,124
1705,1705,catch,77
1706,1706,instagram,29
1707,1707,procedure,90
1708,1708,immigration,13
1709,1709,nobel,46
1710,1710,winner,47
1711,1711,investigates,30
1712,1712,speaks,34
1713,1713,womb,32
1714,1714,womb_transplant,10
1715,1715,worried,46
1716,1716,gps,15
1717,1717,nobel_prize,30
1718,1718,prize,110
1719,1719,height,12
1720,1720,silent,29
1721,1721,america,138
1722,1722,anorexia,18
1723,1723,city,194
1724,1724,intern,14
1725,1725,wheelchair,19
1726,1726,give_hope,11
1727,1727,grew,15
1728,1728,flat,40
1729,1729,attention,104
1730,1730,origin,18
1731,1731,over,265
1732,1732,hand,195
1733,1733,prosthetic,11
1734,1734,lifespan,22
1735,1735,predict,81
1736,1736,smell,45
1737,1737,ebola_victim,39
1738,1738,diagnosed,90
1739,1739,fire,51
1740,1740,floor,14
1741,1741,life_support,28
1742,1742,leaf,75
1743,1743,available,71
1744,1744,heart_disease,220
1745,1745,electronic,46
1746,1746,design,33
1747,1747,w_africa,14
1748,1748,preventable,24
1749,1749,century,26
1750,1750,maker,129
1751,1751,march,50
1752,1752,phobia,10
1753,1753,course,57
1754,1754,heal,37
1755,1755,spice,64
1756,1756,security,54
1757,1757,size,83
1758,1758,ebola_quarantine,81
1759,1759,quarantine,190
1760,1760,brazil,19
1761,1761,release,53
1762,1762,picture,60
1763,1763,family_member,16
1764,1764,member,115
1765,1765,collapse,20
1766,1766,month,242
1767,1767,dengue,40
1768,1768,sharp,37
1769,1769,sharp_rise,10
1770,1770,hpv,121
1771,1771,hpv_vaccine,49
1772,1772,persist,26
1773,1773,factor,100
1774,1774,from,675
1775,1775,handshake,11
1776,1776,asian,34
1777,1777,hormone,88
1778,1778,math,36
1779,1779,killed,53
1780,1780,wake,92
1781,1781,wake_call,12
1782,1782,finance,31
1783,1783,berry,40
1784,1784,green_light,14
1785,1785,scale,51
1786,1786,playground,12
1787,1787,senior,185
1788,1788,bar,51
1789,1789,should,327
1790,1790,inch,25
1791,1791,waist,26
1792,1792,gold,32
1793,1793,local,63
1794,1794,intake,50
1795,1795,sugar_intake,10
1796,1796,stephen,13
1797,1797,anymore,15
1798,1798,bear,19
1799,1799,fighting,146
1800,1800,haiti,26
1801,1801,discus,123
1802,1802,player,125
1803,1803,beam,14
1804,1804,proton,20
1805,1805,proton_beam,12
1806,1806,session,22
1807,1807,camel,32
1808,1808,trader,10
1809,1809,deadly_virus,16
1810,1810,saudi,78
1811,1811,cycling,26
1812,1812,resist,32
1813,1813,limited,34
1814,1814,suspended,22
1815,1815,botox,19
1816,1816,emotional,45
1817,1817,growth,75
1818,1818,include,63
1819,1819,trade,47
1820,1820,feed,54
1821,1821,investigating,19
1822,1822,nicotine,42
1823,1823,cuba,20
1824,1824,send,121
1825,1825,memory_loss,29
1826,1826,broken_heart,11
1827,1827,brush,21
1828,1828,neglect,20
1829,1829,awake,12
1830,1830,sleeping_pill,18
1831,1831,society,28
1832,1832,bigger,75
1833,1833,cigs,23
1834,1834,surge,82
1835,1835,machine,57
1836,1836,bullying,62
1837,1837,sibling,24
1838,1838,immunity,17
1839,1839,monkey,46
1840,1840,deaf,22
1841,1841,hears,25
1842,1842,head,219
1843,1843,allowed,36
1844,1844,adopt,18
1845,1845,coca,18
1846,1846,coca_cola,18
1847,1847,cola,24
1848,1848,meeting,69
1849,1849,american,549
1850,1850,named,21
1851,1851,death_toll,81
1852,1852,divide,19
1853,1853,similar,38
1854,1854,land,27
1855,1855,situation,19
1856,1856,threatens,38
1857,1857,learn,330
1858,1858,film,41
1859,1859,seeing,63
1860,1860,bacon,25
1861,1861,pretty,49
1862,1862,well,1421
1863,1863,contest,16
1864,1864,biological,28
1865,1865,urgent,24
1866,1866,pancreas,13
1867,1867,confirms,95
1868,1868,senegal,20
1869,1869,lacking,22
1870,1870,electrical,12
1871,1871,stimulation,20
1872,1872,loses,59
1873,1873,prof,28
1874,1874,overlooked,21
1875,1875,squeeze,15
1876,1876,tomato,70
1877,1877,overseas,16
1878,1878,shorter,32
1879,1879,protects,23
1880,1880,heavy,71
1881,1881,help_prevent,50
1882,1882,prevent,299
1883,1883,grown,27
1884,1884,world_first,17
1885,1885,remains,48
1886,1886,mine,22
1887,1887,assistant,28
1888,1888,expansion,140
1889,1889,rapid,28
1890,1890,buster,11
1891,1891,source,138
1892,1892,malnutrition,13
1893,1893,poverty,35
1894,1894,tougher,42
1895,1895,ireland,15
1896,1896,trauma,50
1897,1897,protest,26
1898,1898,shot,192
1899,1899,regulator,42
1900,1900,cancer_fighting,18
1901,1901,eligible,25
1902,1902,finding,100
1903,1903,hack,27
1904,1904,age,41
1905,1905,dark,65
1906,1906,liberian,69
1907,1907,brain_stimulation,10
1908,1908,competition,38
1909,1909,hair,142
1910,1910,hair_loss,20
1911,1911,rehab,38
1912,1912,asperger,15
1913,1913,known,55
1914,1914,lesson,95
1915,1915,tummy,39
1916,1916,anyone,125
1917,1917,happen,55
1918,1918,mental_illness,111
1919,1919,salmonella_outbreak,24
1920,1920,underestimated,12
1921,1921,robin,25
1922,1922,robin_williams,16
1923,1923,wider,26
1924,1924,williams,25
1925,1925,prostate,167
1926,1926,ct,44
1927,1927,ct_scan,31
1928,1928,j,67
1929,1929,michael,41
1930,1930,arrest,33
1931,1931,cardiac,43
1932,1932,cardiac_arrest,18
1933,1933,placebo,18
1934,1934,high_risk,61
1935,1935,piece,124
1936,1936,tiny,50
1937,1937,beautiful,33
1938,1938,listeria,51
1939,1939,created,21
1940,1940,ear,22
1941,1941,heading,31
1942,1942,ethic,22
1943,1943,carry,48
1944,1944,strain,93
1945,1945,homeless,45
1946,1946,pitch,23
1947,1947,infected_ebola,28
1948,1948,border,56
1949,1949,shuts,26
1950,1950,reading,96
1951,1951,stopped,32
1952,1952,international,38
1953,1953,expensive,48
1954,1954,priest,11
1955,1955,mood,98
1956,1956,arabia,49
1957,1957,saudi_arabia,49
1958,1958,autistic,46
1959,1959,autistic_child,11
1960,1960,horse,19
1961,1961,caribbean,24
1962,1962,aspirin,71
1963,1963,super,109
1964,1964,treating_ebola,25
1965,1965,detect,45
1966,1966,degree,14
1967,1967,pass,43
1968,1968,world_bank,26
1969,1969,surrogate,19
1970,1970,thai,16
1971,1971,quick,142
1972,1972,pair,14
1973,1973,birth_control,139
1974,1974,statin,87
1975,1975,ebola_spreading,15
1976,1976,spreading,69
1977,1977,founder,19
1978,1978,rough,13
1979,1979,technique,40
1980,1980,alarm,34
1981,1981,bite,60
1982,1982,summer,211
1983,1983,infant,113
1984,1984,present,42
1985,1985,drug_resistant,42
1986,1986,widespread,19
1987,1987,potential,98
1988,1988,aged,33
1989,1989,middle,101
1990,1990,middle_aged,26
1991,1991,malaria_vaccine,19
1992,1992,stats,11
1993,1993,cutting,66
1994,1994,steroid,36
1995,1995,zero,41
1996,1996,peril,14
1997,1997,curb,122
1998,1998,blood_donor,11
1999,1999,bump,29
2000,2000,fist,11
2001,2001,appetite,37
2002,2002,nerve,33
2003,2003,heroin,66
2004,2004,reality,42
2005,2005,athlete,126
2006,2006,bulk,12
2007,2007,buying,41
2008,2008,put,76
2009,2009,it,39
2010,2010,nh_it,17
2011,2011,indian,45
2012,2012,period,44
2013,2013,hospice,63
2014,2014,china,196
2015,2015,plague,49
2016,2016,ballot,15
2017,2017,monitoring,62
2018,2018,patch,32
2019,2019,large,64
2020,2020,anatomy,11
2021,2021,female_genital,10
2022,2022,genital,18
2023,2023,mutilation,12
2024,2024,spent,38
2025,2025,rural,58
2026,2026,invisible,18
2027,2027,miscarriage,15
2028,2028,sector,39
2029,2029,medium,102
2030,2030,social_medium,70
2031,2031,orphan,15
2032,2032,hiv_infection,15
2033,2033,assisted_dying,14
2034,2034,hurdle,21
2035,2035,show_promise,89
2036,2036,confident,17
2037,2037,researcher,359
2038,2038,theory,19
2039,2039,award,45
2040,2040,novel,20
2041,2041,moral,17
2042,2042,pacemaker,27
2043,2043,average,46
2044,2044,soft,31
2045,2045,soft_drink,11
2046,2046,coli,50
2047,2047,e_coli,46
2048,2048,please,89
2049,2049,saver,12
2050,2050,concussion,198
2051,2051,harvard,34
2052,2052,mystery,102
2053,2053,organic,57
2054,2054,organic_food,13
2055,2055,explain,63
2056,2056,young_people,40
2057,2057,cholera,40
2058,2058,cholera_outbreak,12
2059,2059,south,87
2060,2060,sauce,46
2061,2061,fasting,13
2062,2062,brain_damage,17
2063,2063,learned,77
2064,2064,thing_learned,16
2065,2065,hide,25
2066,2066,parasite,23
2067,2067,statistic,13
2068,2068,care_fund,11
2069,2069,joint,37
2070,2070,changed_life,14
2071,2071,organ_transplant,21
2072,2072,filter,11
2073,2073,assistance,13
2074,2074,dog,90
2075,2075,smallpox,19
2076,2076,same,35
2077,2077,tank,13
2078,2078,remote,14
2079,2079,financial,47
2080,2080,african,112
2081,2081,agree,66
2082,2082,strategy,110
2083,2083,worry,132
2084,2084,answer,379
2085,2085,answer_question,36
2086,2086,poulter,10
2087,2087,difficult,69
2088,2088,recipe,805
2089,2089,gene_linked,19
2090,2090,leader,81
2091,2091,prove,31
2092,2092,toll_rise,10
2093,2093,giving,102
2094,2094,live,483
2095,2095,crowd,30
2096,2096,bleeding,11
2097,2097,diabetes_drug,55
2098,2098,total,59
2099,2099,fresh,133
2100,2100,taught,15
2101,2101,jump,86
2102,2102,mers_case,26
2103,2103,reported,52
2104,2104,voice,57
2105,2105,naturally,24
2106,2106,drastic,11
2107,2107,tumour,19
2108,2108,only,91
2109,2109,added,55
2110,2110,added_sugar,25
2111,2111,celebrity,36
2112,2112,blunder,11
2113,2113,medical_student,13
2114,2114,burning,93
2115,2115,honest,15
2116,2116,crash,76
2117,2117,consent,14
2118,2118,father,62
2119,2119,reporter,43
2120,2120,soap,27
2121,2121,couple,123
2122,2122,recover,23
2123,2123,song,23
2124,2124,standing,31
2125,2125,addictive,14
2126,2126,salad,177
2127,2127,anthrax,65
2128,2128,author,37
2129,2129,norman,28
2130,2130,raise_risk,42
2131,2131,crohn,23
2132,2132,prescribed,16
2133,2133,zone,47
2134,2134,mesh,16
2135,2135,pool,52
2136,2136,scared,14
2137,2137,fried,32
2138,2138,equal,32
2139,2139,helmet,39
2140,2140,glass,58
2141,2141,vision,52
2142,2142,cleared,19
2143,2143,filling,35
2144,2144,throat,27
2145,2145,completely,16
2146,2146,charging,19
2147,2147,terminally,23
2148,2148,washing,18
2149,2149,need_support,15
2150,2150,worrying,19
2151,2151,medical_research,21
2152,2152,boredom,11
2153,2153,retiring,10
2154,2154,identify,32
2155,2155,define,16
2156,2156,recession,17
2157,2157,sunscreen,67
2158,2158,caution,30
2159,2159,extend,37
2160,2160,irish,15
2161,2161,crew,20
2162,2162,pick,117
2163,2163,reviewed,12
2164,2164,youngest,14
2165,2165,storm,16
2166,2166,delivered,19
2167,2167,offer_clue,21
2168,2168,site,100
2169,2169,arrested,13
2170,2170,break,159
2171,2171,lunch,132
2172,2172,dropping,24
2173,2173,n,159
2174,2174,poisoning,52
2175,2175,sick,201
2176,2176,thalidomide,15
2177,2177,investigate,14
2178,2178,sickest,13
2179,2179,heartbeat,26
2180,2180,irregular,23
2181,2181,irregular_heartbeat,18
2182,2182,bedroom,27
2183,2183,matter,136
2184,2184,hear,142
2185,2185,ecstasy,14
2186,2186,foot,85
2187,2187,delaying,19
2188,2188,male,78
2189,2189,health_care,592
2190,2190,owner,42
2191,2191,being,83
2192,2192,slows,21
2193,2193,eating_habit,34
2194,2194,habit,236
2195,2195,vegetable,87
2196,2196,survive,53
2197,2197,smaller,44
2198,2198,advance,54
2199,2199,measles_case,46
2200,2200,different,120
2201,2201,industry,79
2202,2202,globally,20
2203,2203,overweight,95
2204,2204,laser,16
2205,2205,root,37
2206,2206,environment,32
2207,2207,pricing,18
2208,2208,slimming,28
2209,2209,apart,14
2210,2210,live_longer,68
2211,2211,wary,15
2212,2212,brave,11
2213,2213,diy,23
2214,2214,refugee,25
2215,2215,listen,84
2216,2216,immune,80
2217,2217,abortion_clinic,28
2218,2218,condition,150
2219,2219,admission,17
2220,2220,improved,36
2221,2221,fatal,52
2222,2222,sweet,161
2223,2223,shared,27
2224,2224,stricter,24
2225,2225,chronic,133
2226,2226,chronic_pain,28
2227,2227,ongoing,12
2228,2228,decided,27
2229,2229,i_decided,10
2230,2230,google_glass,12
2231,2231,hurt,128
2232,2232,prostate_cancer,143
2233,2233,mobile,50
2234,2234,grief,24
2235,2235,explaining,10
2236,2236,astrazeneca,81
2237,2237,pfizer,106
2238,2238,regulate,31
2239,2239,shape,122
2240,2240,hell,13
2241,2241,predicted,10
2242,2242,bmi,31
2243,2243,stressful,28
2244,2244,door,37
2245,2245,psychiatric,37
2246,2246,article,97
2247,2247,anti_depressant,12
2248,2248,depressant,12
2249,2249,negative,81
2250,2250,test_negative,40
2251,2251,glaxo,36
2252,2252,grilling,20
2253,2253,add,47
2254,2254,retirement,25
2255,2255,heart_rhythm,13
2256,2256,mess,34
2257,2257,rhythm,21
2258,2258,takeover,23
2259,2259,leprosy,13
2260,2260,best_place,10
2261,2261,give_birth,31
2262,2262,within,55
2263,2263,holding,28
2264,2264,twin,92
2265,2265,official,367
2266,2266,faulty,14
2267,2267,discussion,97
2268,2268,recommended,29
2269,2269,clearer,12
2270,2270,bowel_disease,12
2271,2271,z,11
2272,2272,oscar,15
2273,2273,donated,14
2274,2274,multiple,77
2275,2275,multiple_sclerosis,42
2276,2276,sclerosis,43
2277,2277,fan,48
2278,2278,which,101
2279,2279,viagra,14
2280,2280,yield,18
2281,2281,actress,14
2282,2282,myth,143
2283,2283,able,73
2284,2284,traveller,12
2285,2285,former,73
2286,2286,wish,60
2287,2287,agenda,12
2288,2288,hitting,29
2289,2289,treat_depression,17
2290,2290,back_school,22
2291,2291,reducing,34
2292,2292,infertility,34
2293,2293,good_news,78
2294,2294,earn,15
2295,2295,tick,23
2296,2296,under,117
2297,2297,shoestring,11
2298,2298,symptom,235
2299,2299,nursing_home,86
2300,2300,value,48
2301,2301,mass,33
2302,2302,smear,19
2303,2303,copy,27
2304,2304,mini,37
2305,2305,tale,40
2306,2306,pharma,96
2307,2307,considered,19
2308,2308,unknown,11
2309,2309,body_part,17
2310,2310,near,77
2311,2311,ignore,39
2312,2312,remission,11
2313,2313,thank,109
2314,2314,lung_disease,22
2315,2315,facebook,126
2316,2316,electronic_cigarette,10
2317,2317,busting,19
2318,2318,nightmare,25
2319,2319,moderation,11
2320,2320,deprived,23
2321,2321,overeating,36
2322,2322,answering,20
2323,2323,health_minister,31
2324,2324,gsk,39
2325,2325,novartis,97
2326,2326,vaccination,120
2327,2327,lethal,18
2328,2328,suffer,49
2329,2329,routine,141
2330,2330,reaction,83
2331,2331,estimate,48
2332,2332,evolution,16
2333,2333,trend,82
2334,2334,shut,26
2335,2335,cancer_screening,17
2336,2336,lord,10
2337,2337,writer,13
2338,2338,celeb,22
2339,2339,sensor,10
2340,2340,insurer,237
2341,2341,caught,26
2342,2342,processed_food,21
2343,2343,issued,22
2344,2344,wasted,10
2345,2345,organ_donation,20
2346,2346,heard,65
2347,2347,leg,77
2348,2348,ruin,17
2349,2349,opposite,15
2350,2350,variation,25
2351,2351,case_rise,13
2352,2352,liver_transplant,19
2353,2353,causing,46
2354,2354,ebola_fear,35
2355,2355,oral,56
2356,2356,ptsd,84
2357,2357,relative,31
2358,2358,statement,20
2359,2359,admits,24
2360,2360,preserve,12
2361,2361,skill,45
2362,2362,thinking,86
2363,2363,general,98
2364,2364,high_level,10
2365,2365,condom,63
2366,2366,hurting,17
2367,2367,dieting,30
2368,2368,stay_healthy,26
2369,2369,addicted,22
2370,2370,healing,37
2371,2371,adhd,129
2372,2372,defibrillator,19
2373,2373,dig,17
2374,2374,murder,27
2375,2375,eas,25
2376,2376,first_time,42
2377,2377,cat,15
2378,2378,obamacare,807
2379,2379,capital,26
2380,2380,moment,54
2381,2381,flood,13
2382,2382,university,50
2383,2383,tracking,30
2384,2384,tuberculosis,51
2385,2385,normal,56
2386,2386,seen,142
2387,2387,who_say,99
2388,2388,infect,11
2389,2389,odds,67
2390,2390,president,103
2391,2391,insight,44
2392,2392,morning,387
2393,2393,morning_pill,27
2394,2394,true,85
2395,2395,when,472
2396,2396,bat,12
2397,2397,afghanistan,13
2398,2398,distance,17
2399,2399,puberty,11
2400,2400,offer_hope,14
2401,2401,extinction,11
2402,2402,boon,14
2403,2403,old,26
2404,2404,year_old,21
2405,2405,junk,53
2406,2406,junk_food,49
2407,2407,trillion,20
2408,2408,choosing,44
2409,2409,busy,49
2410,2410,core,44
2411,2411,mean,317
2412,2412,feedback,24
2413,2413,edge,24
2414,2414,ancient,33
2415,2415,egyptian,17
2416,2416,alcohol_related,14
2417,2417,related,135
2418,2418,john,40
2419,2419,kept,39
2420,2420,fat,66
2421,2421,saturated,17
2422,2422,breast_milk,31
2423,2423,unclear,19
2424,2424,watch,331
2425,2425,space,40
2426,2426,tight,19
2427,2427,yawn,14
2428,2428,doubt,47
2429,2429,victory,18
2430,2430,side,163
2431,2431,side_effect,72
2432,2432,love_hormone,12
2433,2433,granted,16
2434,2434,power,161
2435,2435,treated,96
2436,2436,exam,44
2437,2437,preterm,11
2438,2438,salty,20
2439,2439,believe,72
2440,2440,lung_transplant,32
2441,2441,rethink,25
2442,2442,pain_relief,10
2443,2443,relief,85
2444,2444,detective,21
2445,2445,provider,67
2446,2446,bike,50
2447,2447,altitude,10
2448,2448,surrogacy,13
2449,2449,revamp,11
2450,2450,awaited,10
2451,2451,upgrade,19
2452,2452,bitter,13
2453,2453,positive,152
2454,2454,artificial,55
2455,2455,regret,23
2456,2456,botched,22
2457,2457,deter,10
2458,2458,hangover,27
2459,2459,angry,27
2460,2460,survived,14
2461,2461,pizza,84
2462,2462,dirty,32
2463,2463,food_label,26
2464,2464,baby_boomer,20
2465,2465,boomer,35
2466,2466,teen_pregnancy,17
2467,2467,domestic,37
2468,2468,domestic_violence,26
2469,2469,violence,99
2470,2470,workforce,41
2471,2471,gallery,12
2472,2472,photo,107
2473,2473,cooking,79
2474,2474,campus,30
2475,2475,sale,133
2476,2476,medical_record,32
2477,2477,called,51
2478,2478,bag,12
2479,2479,really_need,27
2480,2480,critic,47
2481,2481,let,25
2482,2482,tied,269
2483,2483,trait,11
2484,2484,buck,15
2485,2485,database,38
2486,2486,rollout,43
2487,2487,tongue,13
2488,2488,predicts,15
2489,2489,passion,12
2490,2490,quitting_smoking,19
2491,2491,advise,17
2492,2492,euthanasia,11
2493,2493,distress,10
2494,2494,rape,25
2495,2495,intensive,19
2496,2496,psychological,18
2497,2497,scar,14
2498,2498,beauty,182
2499,2499,expected,90
2500,2500,neck,22
2501,2501,sized,19
2502,2502,sister,23
2503,2503,mouth,36
2504,2504,whose,33
2505,2505,goal,226
2506,2506,review_find,13
2507,2507,x,24
2508,2508,vitamin_c,23
2509,2509,disease_detective,11
2510,2510,brings,54
2511,2511,tattoo,33
2512,2512,fare,25
2513,2513,pancreatic,19
2514,2514,pancreatic_cancer,17
2515,2515,temporary,32
2516,2516,son,13
2517,2517,visitor,20
2518,2518,wave,47
2519,2519,page,48
2520,2520,website,91
2521,2521,pocket,23
2522,2522,booming,11
2523,2523,together,97
2524,2524,managing,24
2525,2525,robert,25
2526,2526,wanted,29
2527,2527,pandemic,37
2528,2528,russian,13
2529,2529,trip,64
2530,2530,struck,13
2531,2531,petition,15
2532,2532,kindness,24
2533,2533,survey,143
2534,2534,concerned,22
2535,2535,suffering,27
2536,2536,magnet,10
2537,2537,spine,17
2538,2538,pesticide,40
2539,2539,resume,18
2540,2540,admit,13
2541,2541,remain,69
2542,2542,ended,10
2543,2543,alter,33
2544,2544,shaped,13
2545,2545,address,29
2546,2546,employer,143
2547,2547,opportunity,32
2548,2548,central,21
2549,2549,cast,26
2550,2550,clean,128
2551,2551,migraine,67
2552,2552,breast_implant,15
2553,2553,sue,39
2554,2554,grieving,12
2555,2555,night_shift,12
2556,2556,steve,10
2557,2557,sudden,23
2558,2558,throw,25
2559,2559,lived,23
2560,2560,angioplasty,12
2561,2561,lose_weight,168
2562,2562,motherhood,11
2563,2563,lens,19
2564,2564,gout,10
2565,2565,blow,21
2566,2566,soaring,11
2567,2567,japan,33
2568,2568,plus,91
2569,2569,poison,34
2570,2570,foster,36
2571,2571,stay_away,10
